autor,título_traducido,lengua,traductor,ciudad,lat,long,editorial,país,año,edición,páginas,título_original,lengua_original
"Borges, Jorge Luis", Ketabkhane Babel va 23 Dastan digar ,"Farsi, Western; Persian  "," Sid ?useyni, K. ", Tehran,35.69439,51.42151, Nilufar ,"Iran, Islamic Rep.",1999,3, 260 p, La biblioteca de Babel ,Spanish 
"Ferrari, Osvaldo; Borges, Jorge Luis"," Gaman kardan, roya didan, va noshtan ","Farsi, Western; Persian  "," Farhodi, V. ", Tehran,35.69439,51.42151, Nashr-e va Pazhuhesh Farzan Ruz ,"Iran, Islamic Rep.",1999,3, 294 p," Jorge Luis Borges  nouveaux dialogues, Libro de diálogos",French Spanish 
"Borges, Jorge Luis", Suðrið smásögur ,Icelandic  ," Bergsson, Guðbergur ", Reykjavík,64.13548,-21.89541, Mál Og Menning ,Iceland,1999,1, 160 s, 20 sm ,Spanish 
"Borges, Jorge Luis", Nesmrtelnost ,Czech  ," Uhlír, Kamil; et al. ", Praha,50.08804,14.42076, Hynek ,Czech Republic,1999,2, 501 s, Souborne vyd 1,Spanish 
"Borges, Jorge Luis", Fantastická zoologie ,Czech  ," Vrhel, František ", Praha,50.08804,14.42076, Hynek ,Czech Republic,1999,2, 239 s, Vyd 2,Spanish 
"Borges, Jorge Luis", Ksiega piasku ,Polish  ," Chadzynska, Zofia ", Warszawa,52.22977,21.01178, Prószynski i S-ka ,Poland,1999,4, 130 p, El libro de arena ,Spanish 
"Borges, Jorge Luis", Powszechna historia nikczemnosci ,Polish  ," Sobol-Jurczykowski, Andrzej; Zembrzuski, Stanislaw ", Warszawa,52.22977,21.01178, Prószynski i S-ka ,Poland,1999,4, 115 p, Historia universal de la infamia ,Spanish 
"Borges, Jorge Luis", Raport Brodiego ,Polish  ," Chadzynska, Zofia ", Warszawa,52.22977,21.01178, Prószynski i S-ka ,Poland,1999,4, 113 p, El informe de Brodie ,Spanish 
"Borges, Jorge Luis", Opere ,Romanian  ," Haulica, Cristina; Ionescu, Andrei; Novaceanu, Darie ", Bucuresti,44.43225,26.10626, Univers ,Romania,1999,2,,  1 v Obras completas ,Spanish 
"Borges, Jorge Luis"," Everything and nothing (Pierre Menard, author of the Quixote -- Tlön, Uqbar, Orbis Tertius -- The lottery in Babylon -- The garden of forking paths -- Death and the compass -- The Wall and the books -- Kafka and his precursors -- Borges and I -- Everything and nothing -- Nightmares -- Blindness) ",English  ," Yates, Donald A.; et al. ", New York,40.7808,-73.9772, New Directions ,United States of America,1999,3, x  108 p, ,Spanish 
"Borges, Jorge Luis; (Coleman, Alexander)", Selected poems ,English  ,, New York,40.7808,-73.9772, Viking ,United States of America,1999,3, xv  477 p, ,Spanish 
"Borges, Jorge Luis; (Weinberger, Eliot)", Selected non-fictions ,English  ," Allen, Esther; et al. ", New York,40.7808,-73.9772, Viking ,United States of America,1999,3, xvi  559 p, ,Spanish 
"Borges, Jorge Luis", Un ensayo autobiográfico ilustrado con imágenes de su vida ,Spanish  ," González, Aníbal ", Barcelona,41.38879,2.15899, Galaxia Gutenberg ,Spain,1999,2, 155 p, Ill Edición del centenario (1899-1999) Traducido del inglés ,English 
"Borges, Jorge Luis; (Pera, Cristóbal)", Cartas del fervor correspondencia con Maurice Abramowicz y Jacobo Sureda (1919-1928) ,Spanish  ,, Barcelona,41.38879,2.15899, Galaxia Gutenberg ,Spain,1999,2, 383 p,  (16) h de lám  Texto de las cartas a Maurice Abramowicz en fgrancés y traducción en español ,French 
"Borges, Jorge Luis; (Bernés, Jean-Pierre)", Oeuvres complètes ,French  ,, Paris,48.8534,2.3488, Gallimard ,France,1999,3, LVI-1524 p, Obras completas ,Spanish 
"Bioy Casares, Adolfo; Borges, Jorge Luis", Chroniques de Bustos Domecq ,French  ," Rosset, Françoise-Marie ", Paris,48.8534,2.3488, Denoël ,France,1999,3, 154 p, couv ill en coul  Crónicas de Bustos Domecq ,Spanish 
"Borges, Jorge Luis", Evaristo Carriego roman ,French  ," Rosset, Françoise ", Paris,48.8534,2.3488, Éditions du Seuil ,France,1999,3, 150 p, couv en coul,Spanish 
"Bioy Casares, Adolfo; Borges, Jorge Luis", Cronache di Bustos Domecq ,Italian  ," Felici, Glauco; Tentori Montalto, Francesco ", Torino,45.116177,7.742615, Einaudi ,Italy,1999,5, XIII  146 p, Crónicas de Bustos Domecq ,Spanish 
"Borges, Jorge Luis", Gesammelte Werke Essays. Teil 1.Evaristo Carriego (u.a.). ,German  ," Horst, Karl August ", München,48.137154,11.576124, Hanser ,Germany,1999,3, 315 p, ,Spanish 
"Borges, Jorge Luis", Der Geschmack eines Apfels Gedichte ,German  ," Haefs, Gisbert; Schrott, Raoul ", München,48.137154,11.576124, Hanser ,Germany,1999,3, 134 p, ,Spanish 
"Borges, Jorge Luis", Gedichte ,German  ," Haefs, Gisbert; Schrott, Raoul ", München,48.137154,11.576124, Hanser ,Germany,1999,3, 47 p, ,Spanish 
"Borges, Jorge Luis", Dalsze dociekania ,Polish  ," Sobol-Jurczykowski, Andrzej ", Warszawa,52.22977,21.01178, Prószynski i S-ka ,Poland,1999,4, 301 p, Otras inquisiciones ,Spanish 
"Borges, Jorge Luis; (Ionescu, Andrei)", Opere ,Romanian  ," Haulica, Cristina; Ionescu, Andrei; Novaceanu, Darie ", Bucuresti,44.43225,26.10626, Univers ,Romania,1999,2,,  1 v Obras completas ,Spanish 
"Borges, Jorge Luis", Awalim Burkhis al-khayaliyah (majmuat maqalat an hayatihi wa-adabih) ,Arabic  ," Klift, Khalil ", Al-Qahirah,30.044420,31.235712, Al-Hayah al-Ammah li-Qu?ur al-Thaqafah ,Egypt,1999,1, 140 p, ,Spanish 
"Borges, Jorge Luis", Aleffen ,Danish  ," Poulsen, Peter ", København,55.67594,12.56553, Gyldendal ,Denmark,1999,2, 195 p, El Aleph ,Spanish 
"Borges, Jorge Luis", Aleffen ,Danish  ," Poulsen, Peter ", København,55.67594,12.56553, Samlerens Bogklub ,Denmark,1999,2, 195 p, El Aleph ,Spanish 
"Borges, Jorge Luis", L'artefice ,Italian  ," Scarano, Tommaso ", Milano,45.46427,9.18951, Adelphi ,Italy,1999,5, 218 p, Trad italiana a fronte El hacedor ,Spanish 
"Borges, Jorge Luis", Evaristo Carriego ,Italian  ," Collo, Paolo; Riera Rehren, Jaime ", Torino,45.116177,7.742615, Einaudi ,Italy,1999,5, VIII  133 p, Nuova ed Evaristo Carriego ,Spanish 
"Borges, Jorge Luis", Il manoscritto di Brodie ,Italian  ," Lorenzini, Lucia ", Milano,45.46427,9.18951, Adelphi ,Italy,1999,5, 130 p, El informe de Brodie ,Spanish 
"Sorrentino, Fernando; Borges, Jorge Luis", Sette conversazioni con Borges ,Italian  ," D'Arcangelo, Lucio ", Milano,45.46427,9.18951, Mondadori ,Italy,1999,5, 221 p, Siete conversaciones con Jorge Luis Borges ,Spanish 
"Borges, Jorge Luis", Išcekivanje i druge price ,Serbian  ," Bajic, Dragana; Konstantinovic, Radivoje; Ljujic, Marina; Tatic, Radoje ", Beograd,44.787197,20.457273, Zavod za udžbenike i nastavna sredstva ,Yugoslavia (to 2002),1999,4, 217 str,1 izd ,Spanish 
"Borges, Jorge Luis", Alef ,Serbian  ," Grujicic, Aleksandar ", Beograd,44.787197,20.457273, Paideia ,Yugoslavia (to 2002),1999,4, 112 str,1 izd Aleph,Spanish 
"Borges, Jorge Luis", Istorija vecnosti i drugi eseji ,Serbian  ," Vidakovic-Petrov, Krinka ", Beograd,44.787197,20.457273, Narodna knjiga - Alfa ,Yugoslavia (to 2002),1999,4, 176 str, La historia de eternidad,Spanish 
"Borges, Jorge Luis", Kratke price ,Serbian  ," Vidakovic-Petrov, Krinka ", Beograd,44.787197,20.457273, Rad ,Yugoslavia (to 2002),1999,4, 118 str, ,Spanish 
"Borges, Jorge Luis", Sju kvällar ,Swedish  ," Söderberg, Lasse ", Lund,55.70584,13.19321, Ellerström ,Sweden,1999,1," 150,  2 s",Siete noches ,Spanish 
"Borges, Jorge Luis", Buenoseu aireseuui yeolgi ,Korean  ," U, Seog-gyun ", Seoul,37566,126.9784, Mineumsa ,"Korea, Republic of",1999,1, 191p,bilingual ed. El hacedor ,Spanish 
"Borges, Jorge Luis", Collected fictions ,English  ,, London,51.509865,-0.118092, Allen Lane ,United Kingdom,1999,2, 576p,,Spanish 
"Borges, Jorge Luis; (Weinberger, Eliot)", The total library non-fiction 1922-1986 ,English  ," Allen, Esther; Levine, Suzanne Jill; Weinberger, Eliot ", London,51.509865,-0.118092, Penguin ,United Kingdom,1999,2, xvi  560 p,,Spanish 
"Bioy Casares, Adolfo; Borges, Jorge Luis", Chroniques de Bustos Domecq roman ,French  ," Rosset, Françoise ", Paris,48.8534,2.3488, Librairie générale française ,France,2000,1, 157 p, couv en coul Crónicas de Bustos Domecq ,Spanish 
"Borges, Jorge Luis", Opca povijest gadosti ,Croatian  ," Telecan, Milivoj; Vrsaljko, Anita ", Zagreb,45.815399,15.966568, Zagrebacka naklada ,Croatia,2000,5, 165 str, Historia universal de la infamia ,Spanish 
"Borges, Jorge Luis", Povijest vjecnosti ,Croatian  ," Polic-Bobic, Mirjana ", Zagreb,45.815399,15.966568, Zagrebacka naklada ,Croatia,2000,5, 158 str, Historia de la eternidad ,Spanish 
"Borges, Jorge Luis", Druga istraživanja ,Croatian  ,, Zagreb,45.815399,15.966568, Zagrebacka naklada ,Croatia,2000,5, 219 str, Otras inquisiciones ,Spanish 
"Borges, Jorge Luis", Knjiga od pijeska ,Croatian  ," Budor, Karlo ", Zagreb,45.815399,15.966568, Zagrebacka naklada ,Croatia,2000,5, 159 str, El libro de arena ,Spanish 
"Borges, Jorge Luis", Izmišljaji ,Croatian  ," Telecan, Milivoj ", Zagreb,45.815399,15.966568, Zagrebacka naklada ,Croatia,2000,5, 219 str, Ficciones ,Spanish 
"Borges, Jorge Luis", Ha-alef ,Hebrew  ," Bronovsky, Yoram ", Bene Berak,32.083333 ,34.83333, Ha-kibbutz Ha-meuchad ,Israel,2000,1, 152 p, El Aleph ,Spanish 
"Borges, Jorge Luis", Nederdraegtighedens verdenshistorie ,Danish  ," Søndergaard, Morten ", Kbh.,55.67594,12.56553, Gyldendal ,Denmark,2000,3, 123 p, Historia universal de la infamia ,Spanish 
"Borges, Jorge Luis", Pjasacnata kniga ,Bulgarian  ," Stojanov, Rumen ", Sofija, 42.69751, 23.32415, Prozorec ,Bulgaria,2000,1, 112 p ,El libro de arena ,Spanish 
"Borges, Jorge Luis; (Arnold, Fritz; Haefs, Gisbert)"," Gesammelte Werke, Erzählungen, (Teil 1.) Universalgeshichte der Niedertracht, etc. ",German  ," Horst, August; et al. "," München, etc.",48.137154,11.576124, Hanser ,Germany,2000,1, 426 S, ,Spanish 
"Borges, Jorge Luis", Valik esseid ,Estonian  ," Lias, Ruth; Talvet, Jüri ", Tallinn, 59.43696, 24.75353, Vagabund ,Estonia,2000,2, 383  1 p, ,Spanish 
"Bioy Casares, Adolfo; Borges, Jorge Luis", Don isidoro parozi muttu no nanziken ,Japanese  , Kimura Eiiti , Tokyo,35.6895,139.69171, Iwanami syoten ,Japan,2000,4, 291 p, Seis problemas para don Isidro Parodi ,Spanish 
"Borges, Jorge Luis", Pamiec Szekspira ,Polish  ," Elbanowski, Adam; Walasek-Elbanowska, Dorota ", Warszawa,52.22977,21.01178, Prószynski i S-ka ,Poland,2000,1, 69 p, La memoria de Shakespeare ,Spanish 
"Borges, Jorge Luis"," Opere Discutii, Alte investigari, Noua eseuri dantesti, Borges oral, Biblioteca personala ",Romanian  ," Ionescu, Andrei ", Bucuresti,44.43225,26.10626, Univers ,Romania,2000,1, 320 p, Obras completas ,Spanish 
"Borges, Jorge Luis", Jorge Luis Borges ,Slovenian  ," Berger, Aleš ", Ljubljana,46.05108,14.50513, Mladinska knjiga ,Slovenia,2000,1, 159 str, Dvojezicna izd  Obras completas ,Spanish 
"Borges, Jorge Luis", Syv aftener ,Danish  ," Harder, Uffe ", København,55.67594,12.56553, Gyldendal ,Denmark,2000,3, 114 p,2 udgave Siete noches ,Spanish 
"Borges, Jorge Luis", Nederdraegtighedens verdenshistorie ,Danish  ," Søndergaard, Morten ", København,55.67594,12.56553, Samlerens Bogklub ,Denmark,2000,3, 123 p, Historia universal de la infamia ,Spanish 
"Borges, Jorge Luis", Fiktsioonid ; Aleph (novellid) ,Estonian  ," Ojamaa, Ott ", Tallinn, 59.43696, 24.75353, Varrak ,Estonia,2000,2, 286  (2) p, El Aleph ,Spanish 
"Borges, Jorge Luis", Atorasu ,Japanese  ," Tuzumi, Syu ", Tokyo,35.6895,139.69171, Gendai sityô sin sya ,Japan,2000,4, 108 p, Atlas ,Spanish 
"Borges, Jorge Luis", Sozosya ,Japanese  ," Tuzumi, Tadasi ", Tokyo,35.6895,139.69171, Kokusyo kankôkai ,Japan,2000,4, 251 p, Sinsôban El hacedor ,Spanish 
"Borges, Jorge Luis", Rongi ,Japanese  ," Usizima, Nobuaki ", Tokyo,35.6895,139.69171, Kokusyo kankôkai ,Japan,2000,4, 307 p, Discusión ,Spanish 
"Borges, Jorge Luis", Fikcijos ,Lithuanian  ," Petrauskas, Valdas; et al. ", Vilnius,54.68916,25.2798, Baltu lanku leidyba ,Lithuania,2000,1, 141 p, ,English Spanish 
"Borges, Jorge Luis", Poezi ,Albanian  ," Papleka, Anton ", Tiranë,41.3275,19.81889, Mësonjëtorja e parë ,Albania,2000,2, 264 p, ,French Spanish 
"Borges, Jorge Luis", Pavdekësia dhe ligjërata të tjera ,Albanian  ," Dushi, Ledia ", Tiranë,41.3275,19.81889, Afërdita ,Albania,2000,2, 78 p, ,Spanish 
"Borges, Jorge Luis", Maštarije ,Serbian  ," Grujicic, Aleksandar ", Beograd,44.787197,20.457273, Paideia ,Yugoslavia (to 2002),2000,1, 119 str,1 izd  Ficciones ,Spanish 
"Di Giovanni, Norman Thomas; Borges, Jorge Luis", Um ensaio autobiográfico 1899-1970 ,Portuguese  ," Araujo, Maria Carolina de; Schwartz, Jorge ", São Paulo,-23.5475,-46.63611, Globo ,Brazil,2000,1, 158 p, An autobiographical essay ,English 
"Bioy Casares, Adolfo; Guerrero, Margarita; Borges, Jorge Luis; (Scholz, László)", A holdbéli nyúl válogatás Jorge Luis Borges társszerzovel írt muveibol ,Hungarian  ," Bényei, Tamás; et al. ", Budapest,47.49801,19.03991, Európa ,Hungary,2000,2," 535, 7 p",,Spanish 
"Sorrentino, Fernando; Borges, Jorge Luis", Hét beszélgetés Jorge Luis Borgesszel ,Hungarian  ," Latorre, Ágnes ", Budapest,47.49801,19.03991, Európa ,Hungary,2000,2," 261, 3 p",Siete conversaciones con Jorge Luis Borges ,Spanish 
"Borges, Jorge Luis", The library of Babel ,English  ," Hurley, Andrew "," Boston, MASS",42.35843,-71.05977, David R. Godine ,United States of America,2000,1, 36 p,ill. Biblioteca de Babel ,Spanish 
"Borges, Jorge Luis; (Weinberger, Eliot)", The total library non-fiction 1922-1986 ,English  ," Allen, Esther; Levine, Suzanne Jill; Weinberger, Eliot ", London,51.509865,-0.118092, Allen Lane ,United Kingdom,2000,5, xvi 559p,,Spanish 
"Borges, Jorge Luis", The library of Babel ,English  ," Hurley, Andrew ", s. l.,51.509865,-0.118092, David R. Godine ,United Kingdom,2000,5, 36 p, ill. Biblioteca de Babel ,Spanish 
"Borges, Jorge Luis", The aleph including the prose fictions from The Maker ,English  ," Hurley, Andrew ", London,51.509865,-0.118092, Penguin ,United Kingdom,2000,5, vi  215 p,,Spanish 
"Borges, Jorge Luis", Fictions ,English  ," Hurley, Andrew ", London,51.509865,-0.118092, Penguin ,United Kingdom,2000,5, 178 p,Ficciones ,Spanish 
"Borges, Jorge Luis", Brodie's report including the prose fiction from In praise of darkness ,English  ," Hurley, Andrew ", London,51.509865,-0.118092, Penguin ,United Kingdom,2000,5, 131 p,Ficciones ,Spanish 
"Borges, Jorge Luis; (Arnold, Fritz; Haefs, Gisbert)"," Gesammelte Werke, Erzählungen, Teil 2. David Brodies Bericht, etc. ",German  ," Meyer-Clason, Curt; et al. "," München, etc.",48.137154,11.576124, Hanser ,Germany,2001,3, 240 S, ,Spanish 
"Borges, Jorge Luis; (Haefs, Gisbert)", Die Bibliothek von Babel eine Erzählung ,German  ,," Göttingen, etc.",51.53443,9.93228, Steidl ,Germany,2001,3, 96 S,1 Aufl,Spanish 
"Borges, Jorge Luis", Dhakirat Shakespir ,Arabic  ," U?fah, Maha ", Dimashq, 33.510414, 36.278336, Dar al-?aliah ,Syrian Arab Republic,2001,1,,  1 v,Spanish 
"Borges, Jorge Luis"," Caku, aine our bhul-bhulaiya ",English  ," Kanungo, Induprakas ", New Delhi,28.63576,77.22445, Rajkamal ,India,2001,1, 188 p, ,Spanish 
"Schwartz, Daniel; Borges, Jorge Luis", Die Grosse Mauer Chinas ,German  ,, Weingarten,49.05457,8.52678, Weingarten ,Germany,2001,3, 216 S,  zahlr Ill  Kt Great wall of China ,English 
"Borges, Jorge Luis; (Poulsen, Peter)", Digte 1923-85 ,Danish  ,, København,55.67594,12.56553, Gyldendals Bogklubber ,Denmark,2001,1, 256 p, Obra poética ,Spanish 
"Borges, Jorge Luis", Osobna biblioteka ,Croatian  ," Grcic, Marko; Telecan, Milivoj ", Zagreb,45.815399,15.966568, Zagrebacka naklada ,Croatia,2001,4, 199 str, Biblioteca personal ,Spanish 
"Borges, Jorge Luis", To umijece stiha ,Croatian  ," Telecan, Dinko ", Zagreb,45.815399,15.966568, Jesenski i Turk ,Croatia,2001,4, 142 str, This craft of verse ,English 
"Guerrero, Margarita; Borges, Jorge Luis", Prirucnik fantasticne zoologije knjiga o imaginarnim bicima ,Croatian  ," Ott, Ivan, prevoditelj ", Zagreb,45.815399,15.966568, Školska knjiga ,Croatia,2001,4, 239 str,"  ilustr, El libro de los seres imaginaries",English Spanish 
"Borges, Jorge Luis"," Pjesnicka antologija, 1923.-1977. ",Croatian  ," Maroevic, Tonko ", Zagreb,45.815399,15.966568, Zagrebacka naklada ,Croatia,2001,4, 166 str, Antología poética ,Spanish 
"Bioy Casares, Adolfo; Borges, Jorge Luis", Busutosu = domekku no kuronikuru ,Japanese  ," Saito, Hirosi ", Tokyo,35.6895,139.69171, Kokusyo kankôkai ,Japan,2001,7, 213 p, Sinsôban Crónicas de Bustos Domecq ,Spanish 
"Borges, Jorge Luis", Boruhesu no igirisu bungaku kogi ,Japanese  ," Nakamura, Kenzi ", Tokyo,35.6895,139.69171, Kokusyo kankôkai ,Japan,2001,7, 186 10 p, Introducción a la literatura inglesa,English Spanish 
"Borges, Jorge Luis", Eien no rekisi ,Japanese  ," Toki, Kozi ", Tokyo,35.6895,139.69171, Tikuma Syobo ,Japan,2001,7, 212 p, Historia de la eternidad ,Spanish 
"Borges, Jorge Luis", Mugen no gengo ,Japanese  ," Dan, Keisuke ", Tokyo,35.6895,139.69171, Kokusyo kankôkai ,Japan,2001,7, 255 p, ,Spanish 
"Borges, Jorge Luis", Boruhesu no sinkyoku kogi ,Japanese  ," Takemura, Humihiko ", Tokyo,35.6895,139.69171, Kokusyo kankôkai ,Japan,2001,7, 203 p, Nueve ensayos dantescos ,Spanish 
"Borges, Jorge Luis", Boruhesu no kitaamerika bungaku kogi ,Japanese  ," Sibata, Motoyuki ", Tokyo,35.6895,139.69171, Kokusyo kankôkai ,Japan,2001,7, 198 10 p," An introduction to American literature, Introduccion a la literatura norteamericana",English Spanish 
"Borges, Jorge Luis", Ksiega istot zmyslonych ,Polish  ," Chadzynska, Zofia ", Warszawa,52.22977,21.01178, Prószynski i S-ka ,Poland,2001,2, 235 p, El libro de los seres imaginarios ,Spanish 
"Borges, Jorge Luis", Zloto tygrysów ,Polish  ," Elbanowski, Adam; Walasek-Elbanowska, Dorota ", Warszawa,52.22977,21.01178, Prószynski i S-ka ,Poland,2001,2, 79 p, El oro de los tigress ,Spanish 
"Borges, Jorge Luis", Sedem vecerov eseje ,Slovak  ," Noskovicová, Nelida ", Bratislava,48.14816,17.10674, Kalligram ,Slovak Republic,2001,1, 137 s, Siete noches ,Spanish 
"Borges, Jorge Luis; (Zangara, Irma)"," Feuilletons du samedi contributions de Jorge Luís Borges à la ""Revista multicolor de los sábados"" du journal ""Crítica"", 1933-1934 ",French  ," Bibard, Michel "," Monaco, Paris",43.73333,7.41667, Éditions du Rocher ,Monaco,2001,2, 275 p,"-4 p de pl couv ill Borges, obras, reseñas y traducciones inéditas ",Spanish 
"Kafka, Franz; Luo, Zhewen; Schwartz, Daniel; Borges, Jorge Luis", La Grande Muraille de Chine ,French  ," Pracontal, Mona de ", Paris,48.8534,2.3488, Thames & Hudson ,France,2001,1, 216 p,  nombreuses ill jaquette ill  The Great Wall of China ,English 
"Sábato, Ernesto; Borges, Jorge Luis; (Barone, Orlando)", Conversations à Buenos Aires ,French  ," Bibard, Michel "," Monaco, Paris",43.73333,7.41667, Éditions du Rocher ,Monaco,2001,2, 181 p,  couv ill  Diálogos Jorge Luis Borges Ernesto Sabato ,Spanish 
"Borges, Jorge Luis", O livro de areia ,Portuguese  ," Averbuck, Ligia Morrone ", São Paulo,-23.5475,-46.63611, Globo ,Brazil,2001,4, 119 p,2 ed rev El libro de arena,Spanish 
"Borges, Jorge Luis", Ficções ,Portuguese  ," Araujo, Maria Carolina de; Nejar, Carlos; Schwartz, Jorge ", São Paulo,-23.5475,-46.63611, Globo ,Brazil,2001,4, 197 p,3 ed Ficciones,Spanish 
"Borges, Jorge Luis", O aleph ,Portuguese  ," Cardozo, Flávio José ", Porto Alegre,-30.03306,-51.23, Globo ,Brazil,2001,4, 181 p,3 ed El Aleph,Spanish 
"Borges, Jorge Luis", História universal da infamia ,Portuguese  ," Eulalio, Alexandre ", Rio de Janeiro,-22.9201,-43.3307, Globo ,Brazil,2001,4, 101 p,2 ed rev  Historia universal de la infamia ,Spanish 
"Borges, Jorge Luis"," Haarautuvien polkujen puutarha esseitä, juttuja, tarinoita ",Finnish  ," Rossi, Matti ", Helsinki,60.16952,24.93545, Loisto ; WSOY ,Finland,2001,1,261,2 s. 3. p. ,Spanish 
"Borges, Jorge Luis; (Melis, Antonio)", Inquisizioni ,Italian  ," Lorenzini, Lucia ", Milano,45.46427,9.18951, Adelphi ,Italy,2001,3, 155 p, Inquisiciones ,Spanish 
"Borges, Jorge Luis; (Mihailescu, Calin-Andrei)", L'invenzione della poesia le lezioni americane ,Italian  ," Martinetto, Vittoria; Morino, Angelo ", Milano,45.46427,9.18951, Mondadori ,Italy,2001,3, 146 p,This craft of verse,English 
"Borges, Jorge Luis", Nove saggi danteschi ,Italian  ," Scarano, Tommaso ", Milano,45.46427,9.18951, Adelphi ,Italy,2001,3, 176 p,Nueve ensayos dantescos ,Spanish 
"Borges, Jorge Luis", Zyobuntuki zyobunsyuu ,Japanese  ," Kuno, Ryouiti; Usizima, Nobuaki; Utida, Akihumi ", Tokyo,35.6895,139.69171, Kokusyo kankoukai ,Japan,2001,7," 369, 17 p", Prólogos con un prólogo de prólogos ,Spanish 
"Borges, Jorge Luis", Madi? al-atma ,Arabic  ," al-Kha?ib, Ibrahim ", Al-Dar al-bay?a,31.669746,-7.973328, Dar Tubqal lil-nashr ,Morocco,2001,1,, 1 v,Spanish 
"Borges, Jorge Luis", The book of sand and Shakespeare's memory ,English  ," Hurley, Andrew ", London,51.509865,-0.118092, Penguin ,United Kingdom,2001,2, 158 p,,Spanish 
"Borges, Jorge Luis", A universal history of iniquity ,English  ," Hurley, Andrew ", London,51.509865,-0.118092, Penguin ,United Kingdom,2001,2, 104 p,Historia universal de la infamia ,Spanish 
"Borges, Jorge Luis", Das Handwerk des Dichters ,German  ," Haefs, Gisbert ", München,48.137154,11.576124, Hanser ,Germany,2002,1, 102 S, This craft of verse ,English 
"Borges, Jorge Luis", Ta monopatia tis Ithakis I Ellada stin poiisi tou Borges ,Greek," Angelidou, Nina ", Athina,37.983810,23.727539, Instituto Cervantes ,Greece,2002,1, 38 5 p, digl Los senderos de Itaca : Grecia en la poesia de Borges ,Spanish 
"Borges, Jorge Luis", Shakespeareovo pamcenje ,Croatian  ," Telecan, Milivoj ", Zagreb,45.815399,15.966568, Zagrebacka naklada ,Croatia,2002,1, 118 str,  slika autora La memoria de Shakespeare ,Spanish 
"Bioy Casares, Adolfo; Borges, Jorge Luis; (Blatnik, Andrej; Kalenic Ramšak, Branka; Virk, Tomo)"," Izbrana dela (1) Evaristo Carriego; Splošna zgodovina podlosti, (2) Knjiga izmišljenih bitij, (3) Šest problemov za Isidra Parodija, (4) Namišljenosti], (5) Alef, (6) Eseji izbor, (7) Poezija, (8) Proza, (9) Model za smrt; Dve nepozabni fantaziji, (10) O Borgesu ",Slovenian  ," Berger, Aleš; Drobnic, Marjeta; Fajdiga, Pavel; Kalenic Ramšak, Branka; Krecic Scholten, Tadeja; Markic, Jasmina; Šabec, Maja; Velkovrh-Bukilica, Vesna ", Ljubljana,46.05108,14.50513, Cankarjeva založba ,Slovenia,2002,1, 10 zv," Historia universal de la infamia , La moneda de hierro , Seis problemas para don Isidro Parodi , Un modelo para la muerte , El Aleph , Evaristo Carriego , Elogio de la sombra , Ficciones , El libro de arena , El oro de los tigres , La cifra , Historia de la noche , El informe de Brodie , El hacedor , El libro de los seres imaginarios , Dos fantasías memorables",Spanish 
"Borges, Jorge Luis", Aleph ,Albanian  ," Mukli, Çlirim ", Tiranë,41.3275,19.81889, Uegen ,Albania,2002,1, 186 p, El Aleph ,Spanish 
"Borges, Jorge Luis", L'art de poésie ,French  ," Zavriew, André ", Paris,48.8534,2.3488, Gallimard ,France,2002,2, 126 p, This craft of verse ,English 
"Diaconú, Alina; Borges, Jorge Luis", Entretien avec Alina Diaconú ,French  ," Rodriguez, Annie ", Lectoure,43.9333,0.6167, le Capucin ,France,2002,2, 43 p, ,Spanish 
"Borges, Jorge Luis", Vdekja dhe busulla ,Albanian  ," Meksi, Mira ", Tiranë,41.3275,19.81889, Onufri ,Albania,2002,1, 157 p, El Aleph ,Spanish 
"Bioy Casares, Adolfo; Borges, Jorge Luis", Morelin keksintö ,Finnish  ," Ekman, Satu ", Helsinki,60.16952,24.93545, Kookos kustannus ,Finland,2002,1, 108 s,Invención de Morel ,Spanish 
"Borges, Jorge Luis", Ta monopatia tis Ithakis = Los senderos de Itaca I Ellada stin poiisi tou Borges = Grecia en la poesia de Borges ,Greek,, Athina,37.983810,23.727539, Instituto Cervantes ,Greece,2002,1, 38 p,Bilingual ed. Los senderos de Itaca : Grecia en la poesia de Borges ,Spanish 
"Borges, Jorge Luis", Boruhesu bungaku o kataru Sitekinaru mono o megutte ,Japanese  ," Tuzumi, Tadasi ", Tokyo,35.6895,139.69171, s. n. ,Japan,2002,2, 219 p,This craft of verse,English 
"Borges, Jorge Luis", Ebarisuto kariego ,Japanese  ," Kisimoto, Sizue ", Tokyo,35.6895,139.69171, Kokusyo kankoukai ,Japan,2002,2, 201 p,sinsouban Evaristo Carriego ,Spanish 
"Borges, Jorge Luis", A költoi mesterség ,Hungarian  ," Scholz, László ", Budapest,47.49801,19.03991, Európa ,Hungary,2002,1, 132 p,This craft of verse,English 
"Borges, Jorge Luis", Autobiografia ,Polish  ," Elbanowski, Adam ", Warszawa,52.22977,21.01178, Prószynski i S-ka ,Poland,2002,1, 93 s,Autobiografía ,Spanish 
"Borges, Jorge Luis", Al amal al sheriya ,Arabic  ," Rajab, Bassam ", Dimashq, 33.510414, 36.278336, Dar Kanan ,Syrian Arab Republic,2002,1, 143 p, Obra poética ,Spanish 
"Borges, Jorge Luis", Pešcana knjiga ,Serbian  ," Soldatic, Dalibor ", Beograd,44.787197,20.457273, Paideia ,Serbia and Montenegro (2003-2005),2002,2, 117 str,1 izd El libro de arena,Spanish 
