autor,título_traducido,lengua,traductor,ciudad,lat,long,editorial,país,año,edición,páginas,título_original,lengua_original
"Borges, Jorge Luis; (Yates, Donald A.; Irby, James East)", Labyrinths selected stories & other writings ,English  ,, New York,40.7808,-73.9772, New Directions ,United States of America,2007,1, xxiii  256 p,,Spanish 
"Borges, Jorge Luis", Pasqyra e bojës ,Albanian  ," Lloshi, Xhevat ", Tiranë,41.3275,19.81889, Bota Shqiptare ,Albania,2007,1, 80 P,,Spanish 
"Borges, Jorge Luis", Shiv'a lelot ,Hebrew  ," Goldfein, Tal ", Bene Berak,32.083333 ,34.83333, Hakibbutz Hameuchad ,Israel,2007,1, 156 p,Siete noches ,Spanish 
"Borges, Jorge Luis", Das Aleph Erzählungen 1944 bis 1952 ,German  ," Haefs, Gisbert; Horst, Karl August ", Frankfurt am Main,50.11552,8.68417, Büchergilde Gutenberg ,Germany,2007,4, 199 S,Ill. 1. Aufl. El Aleph ,Spanish 
"Borges, Jorge Luis; (Arnold, Fritz; Haefs, Gisbert)"," Gesammelte Werke Gedichte (2) Der Andere, der Selbe ",German  ," Haefs, Gisbert ", München,48.137154,11.576124, Hanser ,Germany,2007,4," 477, 10 S",,Spanish 
"Borges, Jorge Luis", 25. August 1983 und andere Erzählungen ,German  ,, Frankfurt am Main,50.11552,8.68417, Büchergilde ,Germany,2007,4, 155 S,1. Aufl. ,Spanish 
"Borges, Jorge Luis", 25. August 1983 und andere Erzählungen ,German  ,, Frankfurt am Main,50.11552,8.68417, Büchergilde Gutenberg ,Germany,2007,4, 155 S,S. 1. Aufl. Veinticinco agosto 1983 y otros cuentos ,Spanish 
"Borges, Jorge Luis", Das Aleph Erzählungen 1944 bis 1952 ,German  ," Haefs, Gisbert; Horst, Karl August ", Zürich,47.36667,8.55, Büchergilde Gutenberg ,Switzerland,2007,2, 199 S,Ill. 1. Aufl. El Aleph ,Spanish 
"Borges, Jorge Luis", 25. August 1983 und andere Erzählungen ,German  ,, Zürich,47.36667,8.55, Büchergilde Gutenberg ,Switzerland,2007,2, 155 S,,Spanish 
"Borges, Jorge Luis", Dokimia ,Greek," Kyriakidis, Achilleas ", Athina,37.983810,23.727539, Ellinika Grammata ,Greece,2007,2, 798 p,,English 
"Borges, Jorge Luis", Martin Fierro ,Greek   ," Staropoulou, Ifigeneia ", Athina,37.983810,23.727539, Libro ,Greece,2007,2, 111 p,El Martin Fierro ,Spanish 
"Guerrero, Margarita; Borges, Jorge Luis", Pramanytu butybiu knyga trumpoji proza ,Lithuanian  ," Rybelis, Linas ", Vilnius,54.68916,25.2798, Lietuvos rašytoju sajungos leidykla ,Lithuania,2008,1, 173 p, iliustr. El libro de los seres imaginarios ,Spanish 
"Alechinsky, Pierre; Borges, Jorge Luis", Treize poèmes ,French  ," Caillois, Roger ", Saint-Clément,43.6833,3.8333, Fata Morgana ,France,2008,1,51 p," ill., couv. ill. Bilingual ed. ",Spanish 
"Ferrari, Osvaldo; Borges, Jorge Luis", W dialogu II ,Polish  ," Sobas-Mikolajczyk, Pola ", Gliwice,50.29761,18.67658, Helion ,Poland,2008,1, 362 s,En diálogo II ,Spanish 
"Borges, Jorge Luis", Gesammelte Werke Gedichte (3) Die tiefe Rose ,German  ," Haefs, Gisbert ", München,48.137154,11.576124, Hanser ,Germany,2008,2," 473,  11 S",,Spanish 
"Borges, Jorge Luis", Das Handwerk des Dichters ,German  ," Haefs, Gisbert ", Frankfurt am Main,50.11552,8.68417, Fischer-Taschenbuch-Verlag ,Germany,2008,2, 102 S,This craft of verse,English 
"Galland, Antoine; Borges, Jorge Luis", Tausendundeine Nacht Erzählungen ,German  ,, Zürich,47.36667,8.55, Büchergilde Gutenberg ,Switzerland,2008,5, 181 S, 1. Aufl.,French 
"Burton, Richard F.; Borges, Jorge Luis", Tausendundeine Nacht Erzählungen ,German  ,, Zürich,47.36667,8.55, Büchergilde Gutenberg ,Switzerland,2008,5, 184 S, 1. Aufl. ,English 
"Villiers de l'Isle-Adam, Philippe-Auguste de; Borges, Jorge Luis", Der Tischgast der letzten Feste Erzählungen ,German  ,, Zürich,47.36667,8.55, Büchergilde Gutenberg ,Switzerland,2008,5, 124 S, 1. Aufl. ,French 
"Wells, Herbert George; Borges, Jorge Luis", Die Tür in der Mauer Erzählungen ,German  ,, Zürich,47.36667,8.55, Büchergilde Gutenberg ,Switzerland,2008,5, 155 S, 1. Aufl. ,English 
"Wilde, Oscar; Borges, Jorge Luis", Lord Arthur Saviles Verbrechen Erzählungen ,German  ,, Zürich,47.36667,8.55, Büchergilde Gutenberg ,Switzerland,2008,5, 156 S, 1. Aufl. ,English 
"Bioy Casares, Adolfo; Borges, Jorge Luis", Šest problema za don Isidra Parodija ,Croatian  ," Živkovic, Kristina ", Zagreb,45.815399,15.966568, Zagrebacka naklada ,Croatia,2008,1, 191 str,str. Seis problemas para don Isidro Parodi ,Spanish 
"Borges, Jorge Luis", Buenosuairesu no netuzyou horuhe ruisu boruhesu syoki sisyuusei senkyuuhyaku nizyuugo - senkyuuhyaku nizyuuku ,Japanese  ," Saitou, Yukio ", Tokyo,35.6895,139.69171, Suiseisya ,Japan,2008,1, 316p ,,Spanish 
"Bioy Casares, Adolfo; Borges, Jorge Luis", Carti scrise în doi nuvele umoristice - Sase enigme pentru don Isidro Parodi ; Doua fantezii memorabile ; Cronicile lui Bustos Domecq ; Alte povestiri de Bustos Domecq ,Romanian  ," Scipione, Ileana ", Iasi,47.16667,27.6, Polirom ,Romania,2008,1, 456 p,"Ed. a 2-a Seis problemas para don Isidro Parodi , Nuevos cuentos de Bustos Domecq , Cronicas de Bustos Domecq , Dos fantasias memorables ",Spanish 
"Guerrero, Margarita; Borges, Jorge Luis", Knjiga o izmišljenim bicima prirucnik fantasticne zoologije ,Serbian  ," Monros-Stojakovic, Silvija ", Beograd,44.787197,20.457273, Paideia ,Serbia,2008,2, 196 str,"1. izd. El libro de los seres imaginarios , El libro de los seres imaginarios ; 1. izd. izvornika pod stv. nasl.: Manual de zoologia fantástica , Manual de zoologia fantástica ",Spanish 
"Borges, Jorge Luis", Nova istraživanja ,Serbian  ," Bukvic Isailovic, Biljana ", Beograd,44.787197,20.457273, Paideia ,Serbia,2008,2, 151 str, 1. izd. Otras inquisiciones ,Spanish 
"Ferrari, Osvaldo; Borges, Jorge Luis", Biseda ,Albanian  ," Nerguti, Urim ", Tiranë,41.3275,19.81889, Tirana times ,Albania,2009,2, 290 p,Borges en dialogo. Conversaciones de Jorge Luis Borges con Osvaldo Ferrari ,Spanish 
"Borges, Jorge Luis", Libri i rërës ,Albanian  ," Qazimi, Azem ", Tiranë,41.3275,19.81889, Zenit ,Albania,2009,2, 143 p, El librale arena. El oro de los tigres. La rosa profunda ,Spanish 
"Bioy Casares, Adolfo; Borges, Jorge Luis", Gesammelte Werke Die gemeinsamen Werke (1) Sechs Aufgaben für Don Isidro Parodi u.a. ,German  ," Haefs, Gisbert; Reger, Liselott ", München,48.137154,11.576124, Hanser ,Germany,2009,2, 285 S,,Spanish 
"Bioy Casares, Adolfo; Borges, Jorge Luis", Gesammelte Werke Die gemeinsamen Werke (2) Chroniken von Bustos Domecq u.a. ,German  ," Haefs, Gisbert ", München,48.137154,11.576124, Hanser ,Germany,2009,2, 244 S,,Spanish 
"Borges, Jorge Luis", Fikce Alef ,Czech  ," Uhlír, Kamil ", Praha,50.08804,14.42076, Argo ,Czech Republic,2009,2, 384 s,,Spanish 
"Borges, Jorge Luis", Brodiova zpráva Kniha z písku ; Shakespearova pamet ,Czech  ," Forbelský, Josef; Vrhel, František; Machová, Mariana ", Praha,50.08804,14.42076, Argo ,Czech Republic,2009,2, 282 s,,Spanish 
"Borges, Jorge Luis", Univerzalna istorija bešcašca ,Serbian  ," Popovic-Andjic, Ljiljana ", Beograd,44.787197,20.457273, Paideia ,Serbia,2009,2, 98 str,2. izd. Historia universal de la infamia ,Spanish 
"Borges, Jorge Luis", Pešcana knjiga ,Serbian  ," Soldatic, Dalibor ", Beograd,44.787197,20.457273, Paideia ,Serbia,2009,2, 117 str,2. izd. El Libro de arena ,Spanish 
